Title,Wiki Page,Composition_Chunk,Awards_Chunk,Production_Chunk
Whiplash,https://en.wikipedia.org/wiki/Whiplash_(2014_film),"Whiplash (band), an American thrash metal band
Whiplash (album), by James, 1997
Whiplash (EP), by Aespa, 2024
""Whiplash"" (Aespa song)
""Whiplash"" (Metallica song), 1983
""Whiplash"" (Stellar song), 2006
""Whiplash"" by Hank Levy, recorded by Don Ellis on the album Soaring, 1973
""Whiplash"" by Selena Gomez & the Scene from When the Sun Goes Down, 2011
""Whiplash"" by FEMM from Femm-Isation, 2014
""Whiplash"" by NCT 127 from Cherry Bomb, 2017
""Whiplash"", song by The Boyz from Chase, 2020
""Whiplash"", by Architects from The Sky, the Earth & All Between, 2024 ",,
Fury,https://en.wikipedia.org/wiki/Fury_(2014_film),,,
Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film),,,
Big Hero 6,https://en.wikipedia.org/wiki/Big_Hero_6_(film),,,
The Hunger Games: Mockingjay – Part 1,https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_1,"The music was created to convey the dark feel of the film. On October 9, 2014, it was revealed that the Trinity School boys' choir recorded tracks for the score, written by James Newton Howard. Jennifer Lawrence performed the film's version of the song ""The Hanging Tree"", originally featured in the novel, but was not thrilled about having to sing and cried the day of the performance. As of the evening of November 25, 2014, the song was #4 on the Apple's iTunes top 150 list. ""The Hanging Tree"" also peaked at #1 in Austria and Hungary and peaked at #12 on Billboard Hot 100 in the U.S. ",  ," The Hunger Games: Mockingjay – Part 1 was released on November 19, 2014, in 9 territories including France, Greece, Scandinavia and Brazil, and then expanded to a further 59 on November 20, 2014, including the UK, Germany, Australia, Italy, Mexico and South Korea. With 17 more released on November 21, 2014, including the United States, the total launch was in 85 markets, making it the biggest release of the year and Lionsgate's widest release ever. This was surpassed by its sequel across 87 markets in 2015. The film was released in China on February 8, 2015, in 2D and 3D, making it the first film in the franchise to be released in 3D in any territory and debuted in more than 4,000 screens.  Director Francis Lawrence stated: ""we recently saw the 3-D version of Mockingjay – Part 1 before its release in China, and the new level of immersion was really fantastic."" The film was dedicated to the memory of Philip Seymour Hoffman. "
Kingsman: The Secret Service,https://en.wikipedia.org/wiki/Kingsman:_The_Secret_Service,, ," The film's premiere was held in London on 14 January 2015, with director Vaughn and stars Firth, Egerton and Strong attending; Take That performed the film's theme live. A regional premiere was held in Glasgow at exactly the same time as the London event, and live footage was streamed from the premiere to Glasgow. Mark Millar also hosted a charity screening of the film ahead of its release in Glasgow to raise money for his old school, St. Bartholomews. The film opened in the United Kingdom on 29 January 2015. In the United States 20th Century Fox planned to release the film on 14 November 2014, but later delayed it to 6 March 2015. It was later moved up to 24 October 2014, before being delayed again to 13 February 2015. The film was released in most of Latin America and Indonesia, with the action scene set in the church removed. The scene, considered vital by the director and film critics, was excised almost completely, leaving only the set-up and immediate consequences. "
Furious 7,https://en.wikipedia.org/wiki/Furious_7,, ,  
Ex Machina,https://en.wikipedia.org/wiki/Ex_Machina_(film),"Ex Machina, a 1998 EP by American surf rock group Man or Astro-man?
Ex machina (group), German music group
""Ex Machina"", a 2025 song by South Korean K-pop artist Yves ",,
Avengers: Age of Ultron,https://en.wikipedia.org/wiki/Avengers:_Age_of_Ultron,"Brian Tyler signed on to compose the film's score in March 2014. He replaced Alan Silvestri, who composed the score for the first film, and Tyler's hiring marked his third collaboration with Marvel following Iron Man 3 and Thor: The Dark World in 2013. Tyler said the score would pay homage to John Williams' music for Star Wars (1977), Superman (1978), and Raiders of the Lost Ark (1981) while referencing the scores for the Iron Man, Thor, and Captain America films in order to create a similar musical universe, saying, ""That's the goal for sure. You have to build in nostalgia and do it upfront so you can relate to it."" Danny Elfman also contributed music to the score, reprising Silvestri's theme from the first film to create a new hybrid theme. Hollywood Records released the album digitally on April 28, 2015, and in physical formats on May 19. ", ,  
Mad Max: Fury Road,https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road,"The musical score for Mad Max: Fury Road was written by the Dutch composer Junkie XL. Prior to his involvement, Hans Zimmer, John Powell, and Marco Beltrami were attached at separate times to score the film. A soundtrack album was released by WaterTower Music on 12 May 2015. ", ,"The film was produced by Doug Mitchell, George Miller, and P. J. Voeten (who was also first assistant director).  "
Jurassic World,https://en.wikipedia.org/wiki/Jurassic_World,"The musical score was composed by Michael Giacchino, who had previously scored the video games Warpath: Jurassic Park and The Lost World: Jurassic Park. John Williams' themes from previous Jurassic Park scores were incorporated by Giacchino, who said: ""It was a really targeted approach, as to where to [include Williams's themes] and where would make the most sense and where would we most appreciate it, as fans ourselves"". A soundtrack album was released on June 9, 2015, by Back Lot Music. ", ,  
Inside Out,https://en.wikipedia.org/wiki/Inside_Out_(2015_film), ,,
Minions,https://en.wikipedia.org/wiki/Minions_(film),,,
Ant-Man,https://en.wikipedia.org/wiki/Ant-Man_(film),,,
The Martian,https://en.wikipedia.org/wiki/The_Martian_(film),,,
The Revenant,https://en.wikipedia.org/wiki/The_Revenant_(2015_film),"Revenant Records, a record label set up by John Fahey
The Revenant (soundtrack), a soundtrack album from the 2015 film
Revenants (album) or the title song, by Conducting from the Grave, 2010
""Revenant"", a song by Anaïs Mitchell from Anaïs Mitchell (album), 2022 ",,
Deadpool,https://en.wikipedia.org/wiki/Deadpool_(film),, ,
Zootopia,https://en.wikipedia.org/wiki/Zootopia,, ,  
Batman v Superman: Dawn of Justice,https://en.wikipedia.org/wiki/Batman_v_Superman:_Dawn_of_Justice,, ," In November 2013, Warner Bros. announced that Batman v Superman: Dawn of Justice would be released on July 17, 2015. In January 2014, however, the studio announced that it was delayed from its original release date and moved to May 6, 2016, in order to give the filmmakers ""time to realize fully their vision, given the complex visual nature of the story."" In August 2014, the release date was moved up to March 25, 2016, with a Warner Bros. insider saying the studio was ""not flinching"" in regards to the previous opening date being on the same day as Marvel Studios' Captain America: Civil War, but instead stating that March 2016 was a ""fantastic corridor"" for them. According to sources obtained by The Hollywood Reporter, Warner Bros. considered the possibility of having a 70mm release for the film, which was partially shot in the 65mm IMAX format.
Batman v Superman: Dawn of Justice premiered at Auditorio Nacional in Mexico City on March 19, 2016, followed by a New York City premiere on March 20 at Radio City Music Hall. Following the 2016 Brussels bombings, Warner Bros. originally cancelled the red carpet of the London premiere, but decided to carry on with the premiere for the fans. The film was released in the United States and the United Kingdom on March 25 in 3D. It opened simultaneously in North America, China and Japan, the world's three largest film markets, as well as additional international territories, with the exception of Poland, where theaters do not open on Good Friday. The film debuted simultaneously across 30,000 screens in nearly every major foreign territory across 61 markets, including China.  In the United States, it opened across roughly 4,242 locations, of which 3,500 theaters (85%) were in 3D, 390 IMAX screens, 470 PLF locations, 150 D-Box theaters and ten 70 mm prints. "
Captain America: Civil War,https://en.wikipedia.org/wiki/Captain_America:_Civil_War,"Henry Jackman returned from The Winter Soldier to score the sequel. He found the movie to be tonally different from the previous one, which necessitated a much more symphonic and orchestral score. This culminates in the final fight between Captain America, Winter Soldier, and Iron Man, the music for which Jackman described as ""somewhat operatic and ... almost classical in its style"". Though Jackman reprised and developed his themes for Captain America and the Winter Soldier from the previous film, and introduced motifs for the new characters Spider-Man, Black Panther, and Zemo, he was wary of pushing the audience to one side of the central conflict or the other by using character-specific music; Jackman composed a new main theme for the film to represent the Civil War, ""a generic theme to balance everything out"", ""toward which all the characters can gravitate. It wrapped them all up and it helped to bind the movie together rather than do endless disparate themes."" Jackman also wrote a thriller theme that appears whenever the mystery surrounding Zemo's plan is explored. This was inspired by the works of Jerry Goldsmith. The score was released on a soundtrack album by Hollywood Records on May 6, 2016. ", ,  
X-Men: Apocalypse,https://en.wikipedia.org/wiki/X-Men:_Apocalypse,, ," X-Men: Apocalypse had its world premiere in London on May 9, 2016. The film was released in 20,796 screens across 76 international markets on May 18, 2016, one week before its North American debut. Apocalypse was issued triple 3D, 4DX, and 2D formats, and in IMAX 3D in select international markets, using the DMR process. It opened in Korea on May 25 and in China on June 3. It was released in Japan on August 11. "
Finding Dory,https://en.wikipedia.org/wiki/Finding_Dory,"The film's soundtrack was composed and conducted by Thomas Newman and released on June 17, 2016. ", ,"Prior to work on Finding Dory, the idea of a sequel to Finding Nemo had been teased since Fall 2003.  Ellen DeGeneres said in September 2003 that she is game to dive back in for a sequel. ""Disney and Pixar have to make that deal right now, but everybody is all for it."" She joked that since Mike Myers, Eddie Murphy, and Cameron Diaz would pocket upwards of $5 million apiece for Shrek 2, ""Then I'll make $12 million."" Andrew Stanton and Lee Unkrich stated in an October 2003 interview to the British press that they were also not ruling out the possibility of making a sequel. ""After Toy Story came out everybody said 'Is there going to be another one? We all said 'No way!' But you never know--maybe we will do Finding Nemo 2!"".
In 2005, Disney had planned to make a Finding Nemo sequel without Pixar's involvement, through Circle Seven Animation, a studio Disney announced in 2005 with the intention to make sequels to Pixar properties. However, due to the 2006 acquisition of Pixar by Disney, Circle Seven was shut down by Disney without having produced a film. Although it never went into production, a script for the Circle Seven version was uploaded to the official Raindance Film Festival website. Elements of the unmade script included the introduction of Nemo's long-lost twin brother, Remy, and a storyline wherein Marlin is caught and must be saved.

In July 2012, Andrew Stanton was announced as the director of a Finding Nemo sequel, with Victoria Strouse writing the script. That same month, Stanton examined the veracity of the news involving the potential sequel. That August, Ellen DeGeneres had entered negotiations to reprise her role of Dory, and in September, the film was confirmed by Stanton, saying: ""What was immediately on the list was writing a second Carter movie. When that went away, everything slid up. I know I'll be accused by more sarcastic people that it's a reaction to Carter not doing well, but only in its timing, but not in its conceit."" In February 2013, it was confirmed by the press that Albert Brooks would reprise the role of Marlin in the sequel.
In April 2013, Disney announced the sequel, Finding Dory, confirming that DeGeneres and Brooks would be reprising their roles as Dory and Marlin, respectively. Following a long campaign for a sequel on The Ellen DeGeneres Show, DeGeneres stated:

""I have waited for this day for a long, long, long, long, long, long time. I'm not mad it took this long. I know the people at Pixar were busy creating Toy Story 16. But the time they took was worth it. The script is fantastic. And it has everything I loved about the first one: It's got a lot of heart, it's really funny, and the best part is—it's got a lot more Dory.""
In a July 2013 interview with Los Angeles Times, Stanton spoke of the sequel's origin: ""There was polite inquiry from Disney [about a Finding Nemo sequel]. I was always 'No sequels, no sequels.' But I had to get on board from a VP standpoint. [Sequels] are part of the necessity of our staying afloat, but we don't want to have to go there for those reasons. We want to go there creatively, so we said [to Disney], 'Can you give us the timeline about when we release them? Because we'd like to release something we actually want to make, and we might not come up with it the year you want it.'""
In a 2016 interview, Stanton stated how the film's story came to be; ""I don't watch my films that often after they're done because I have to watch them so many times before they come out. So about 2010 when we were getting Finding Nemo ready for the 10-year re-release in 3D, it was interesting to watch again after all that time. Something kind of got lodged in the back of my brain and started to sort of stew. I started to think about how easily Dory could get lost and not find Marlin and Nemo again. She basically was in the same state that she was when Marlin found her. I didn't know where she was from. I knew that she had spent most of her youth wandering the ocean alone, and I wanted to know that she could find her new family, if she ever got lost again. It's almost like the parental side of me was worried."" Stanton additionally stated: ""I knew if I ever said Finding Dory or mentioned a sequel to Finding Nemo out loud, I'd be done, [T]here would be no way I'd be able to put that horse back in the barn. So I kept it very quiet until I knew I had a story that I thought would hold, and that was in early 2012. So I pitched it to John Lasseter and he was all into it. Then I got a writer, and once we had a treatment that we kind of liked, I felt comfortable calling Ellen.""

Stanton selected Victoria Strouse to write the screenplay. She later said, ""It was always collaborative with Andrew, but really the screenwriting was me. Of course, Andrew would do passes, and he and I would brainstorm a lot together and then we would bring it to the group of story artists. People would weigh in and share ideas."" She pointed to Dory's forgetfulness as a challenge when writing the script, adding, ""You don't realize until you sit down to write a character who can't remember things how integral memory is to absolutely everything we do, and that's what creates a narrative that people can follow. When a main character can't self-reflect and can't tell a story, that character is very difficult to design because she can't really lead. To get her to be able to lead and to get an audience to be able to trust her was the hardest thing to do.""
The fictional Marine Life Institute depicted extensively in the film is based on the production team's research trips to the Monterey Bay Aquarium, the Marine Mammal Center and the Vancouver Aquarium.
The film's ending was revised after Pixar executives viewed Blackfish, a 2013 documentary film which focuses on the dangers of keeping orcas in captivity. Initially, some of the characters were to end up in a SeaWorld-like marine park, but the revision gave them an option to leave.
Angus MacLane was one of the first people to whom Stanton revealed his idea for the sequel. Together, with Bob Peterson, they discussed about different ideas for places Dory would visit during her journey — one of those ideas was the touch pool sequence. Later, during the Brave (2012) wrap party, Stanton invited MacLane to join him in his first co-directing duty. Stanton described MacLane's role as a ""jack of all trades"", particularly utilizing his experience in animation and story, as well as in production, having created a few short films himself.
In August 2015, at Disney's D23 Expo, it was announced that Hayden Rolence would voice Nemo, replacing Alexander Gould from the first film, whose voice had deepened since reaching adulthood (Gould voiced a minor character in the sequel instead). At the D23 expo they also announced that Ed O'Neill would be the voice of Hank.
To make the light more realistic, RenderMan was completely re-engineered, its biggest change in 25 years.  "
Suicide Squad,https://en.wikipedia.org/wiki/Suicide_Squad_(film),,,
Split,https://en.wikipedia.org/wiki/Split_(2016_American_film),,,
Logan,https://en.wikipedia.org/wiki/Logan_(2017_film),,,
Beauty and the Beast,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(2017_film),,,"The tale has been notably adapted for screen, stage, prose, and television over many years. "
The Fate of the Furious,https://en.wikipedia.org/wiki/The_Fate_of_the_Furious,, ,  
Guardians of the Galaxy Vol. 2,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_Vol._2,"By August 2014, Gunn had ""some ideas listed, but nothing for sure"" in terms of songs to include in Quill's Awesome Mix Vol. 2 mixtape, for which he felt ""a little pressure"" due to the positive response to the first film's soundtrack. Gunn added, ""But I feel like the soundtrack in the second one is better."" By June 2015, Gunn had chosen all of the songs and built them into the script, calling Awesome Mix Vol. 2 ""more diverse"" than the first one, with ""some really incredibly famous songs and then some songs that people have never heard."" Tyler Bates was confirmed to score the film by August 2015, returning from the first film. As with Guardians of the Galaxy, Bates wrote some of the score first so Gunn could film to the music, as opposed to Bates scoring to the film. Recording for the score occurred in January 2017 at Abbey Road Studios. Guardians of the Galaxy Vol. 2: Awesome Mix Volume 2, along with the film score album composed by Bates, were released on April 21, 2017. A cassette version of Awesome Mix Volume 2 was released on June 23, 2017, while a deluxe-edition vinyl LP featuring both Awesome Mix Volume 2 and Bates' score was released on August 11, 2017. ", ,  
Wonder Woman,https://en.wikipedia.org/wiki/Wonder_Woman_(2017_film),,,
Harry Potter and the Philosopher's Stone,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film),, , 
The Dark Knight Rises,https://en.wikipedia.org/wiki/The_Dark_Knight_Rises,"In an interview in October 2010, composer Hans Zimmer confirmed that he would be returning to score The Dark Knight Rises. James Newton Howard was offered to return and write the score with Zimmer as he did for Batman Begins and The Dark Knight, but he chose not to because he noted that the chemistry established between Zimmer and Nolan during the making of Inception would make him seem like a ""third wheel"". Zimmer included several cues from the earlier scores but explained that he wanted to go in a ""completely different direction"" for Bane's theme.
The film features a prevalent chant of the phrase ""Deshi Basara"". In November 2011, Zimmer crowdsourced online audio recordings of the chant to be used in the film's score. When asked about the chant for clarification, Zimmer said, ""The chant became a very complicated thing because I wanted hundreds of thousands of voices, and it's not so easy to get hundreds of thousands of voices. So, we tweeted and we posted on the internet, for people who wanted to be part of it. It seemed like an interesting thing. We've created this world, over these last two movies, and somehow I think the audience and the fans have been part of this world. We do keep them in mind.""
Like Batman Begins and The Dark Knight, the film's main theme consists of just two notes repeated, representing Batman's pain and guilt. Many times is also reprised in small parts ""Molossus"", Batman's main action theme in the trilogy. ", ," On July 6, 2012, Warner Bros. held a special IMAX screening of The Dark Knight Rises for more than one hundred reporters and critics. However, technical issues with the computer device synchronizing the sound and picture forced the studio to postpone the screening by a day. The film later premiered on July 16 at the AMC Lincoln Square Theater in New York City, followed by a European premiere on July 18 at Leicester Square in London, England. The film was released in Australia and New Zealand on July 19, and was later released in North America and the United Kingdom on July 20. "
Skyfall,https://en.wikipedia.org/wiki/Skyfall,,"The premiere of Skyfall was on 23 October 2012 at the Royal Albert Hall in London. The event was attended by Charles, Prince of Wales, and his wife Camilla, Duchess of Cornwall. Charles asked that money raised at the premiere be donated to charities that served former or serving members of the British intelligence agencies. The film was released in the UK three days later on 26 October and into US cinemas on 8 November. Skyfall was the first Bond film to be screened in IMAX venues and was released into IMAX cinemas in North America a day earlier than the conventional cinema release.
Skyfall attracted some criticism from the US Sexual Violence Resource Center which, without having screened the film, expressed concern that Bond ""abuses his power and authority"" in a scene that suggests Bond initiates sexual intercourse with Sévérine, a former victim of sex trafficking. "," The premiere of Skyfall was on 23 October 2012 at the Royal Albert Hall in London. The event was attended by Charles, Prince of Wales, and his wife Camilla, Duchess of Cornwall. Charles asked that money raised at the premiere be donated to charities that served former or serving members of the British intelligence agencies. The film was released in the UK three days later on 26 October and into US cinemas on 8 November. Skyfall was the first Bond film to be screened in IMAX venues and was released into IMAX cinemas in North America a day earlier than the conventional cinema release.
Skyfall attracted some criticism from the US Sexual Violence Resource Center which, without having screened the film, expressed concern that Bond ""abuses his power and authority"" in a scene that suggests Bond initiates sexual intercourse with Sévérine, a former victim of sex trafficking. "
The Wolverine,https://en.wikipedia.org/wiki/The_Wolverine_(film),,,
The Grand Budapest Hotel,https://en.wikipedia.org/wiki/The_Grand_Budapest_Hotel,, ," The Grand Budapest Hotel premiered in competition at the 64th Berlin International Film Festival on February 6, 2014, winning the fest's Silver Bear Grand Jury Prize. The film was Anderson's third in competition at the festival. It headlined the 10th Glasgow Film Festival as the event's opening film, held February 20 – March 2, 2014, before hosting its North American premiere on February 27 at the Film at Lincoln Center in New York City.
Fox Searchlight spearheaded the marketing campaign. Their strategy involved merchandise releases, a global publicity tour, the creation of mock websites about Zubrowkan culture, and trailers highlighting the cast's star power. One of their most significant marketing tactics, instructional videos detailing the creation of desserts mirroring Mendl's baked goods, used fan footage submitted to the producers for TV-commercial spots on cooking networks. In conjunction with their collaboration with Anderson, Prada showcased its capsule collection of custom luggage from in-store displays at the Berlin flagship store.
The Grand Budapest Hotel was released in France on February 26, 2014, preceding the film's global rollout. General release expanded to Germany, Belgium, the United Kingdom, the United States (March 7), and two other international markets the second week. The Grand Budapest Hotel opened to a few US theaters as part of a month-long limited platform release, initially screening from four arthouse theaters in New York and Los Angeles. After the 87th Academy Awards' nominations announcement, Fox re-expanded the film's theater presence for a brief, multi-city re-release campaign. "
The Imitation Game,https://en.wikipedia.org/wiki/The_Imitation_Game,, ,  
Spectre,https://en.wikipedia.org/wiki/Spectre_(2015_film),,,
Fantastic Beasts and Where to Find Them,https://en.wikipedia.org/wiki/Fantastic_Beasts_and_Where_to_Find_Them_(film),,,
Spirited Away,https://en.wikipedia.org/wiki/Spirited_Away,, ,  
